distribution,x_axis_value,mu,case,entity_id
Uniform,19,0.951,Average,2199023256219
Uniform,20,0.9410000000000001,Worst,2199023256219
Uniform,20,0.9495000000000001,Average,2199023256219
Uniform,21,0.9555,Worst,2199023256219
Uniform,21,0.9415000000000001,Average,2199023256219
Uniform,22,0.954,Worst,2199023256219
Uniform,22,0.9644999999999999,Average,2199023256219
Uniform,23,0.9615,Worst,2199023256219
Uniform,23,0.9560000000000001,Average,2199023256219
Uniform,24,0.9525,Worst,2199023256219
Uniform,24,0.9664999999999999,Average,2199023256219
Uniform,25,0.961,Worst,2199023256219
Uniform,25,0.96,Average,2199023256219
Uniform,26,0.9564999999999999,Worst,2199023256219
Uniform,26,0.96,Average,2199023256219
Uniform,27,0.9710000000000001,Worst,2199023256219
Uniform,27,0.9704999999999998,Average,2199023256219
Uniform,28,0.962,Worst,2199023256219
Uniform,28,0.9674999999999999,Average,2199023256219
Uniform,29,0.968,Worst,2199023256219
Uniform,29,0.9615,Average,2199023256219
Uniform,30,0.966,Worst,2199023256219
Uniform,30,0.9685,Average,2199023256219
Uniform,1,0.0,Worst,28587302323642
Uniform,1,0.0,Average,28587302323642
Uniform,2,0.48500000000000004,Worst,28587302323642
Uniform,2,0.4940000000000001,Average,28587302323642
Uniform,3,0.674,Worst,28587302323642
Uniform,3,0.6725000000000001,Average,28587302323642
Uniform,4,0.7355,Worst,28587302323642
Uniform,4,0.754,Average,28587302323642
Uniform,5,0.7929999999999999,Worst,28587302323642
Uniform,5,0.8105,Average,28587302323642
Uniform,6,0.8310000000000001,Worst,28587302323642
Uniform,6,0.8365,Average,28587302323642
Uniform,7,0.8634999999999999,Worst,28587302323642
Uniform,7,0.8584999999999999,Average,28587302323642
Uniform,8,0.8484999999999999,Worst,28587302323642
Uniform,8,0.875,Average,28587302323642
Uniform,9,0.897,Worst,28587302323642
Uniform,9,0.8709999999999999,Average,28587302323642
Uniform,10,0.893,Worst,28587302323642
Uniform,10,0.8975,Average,28587302323642
Uniform,11,0.9175000000000001,Worst,28587302323642
Uniform,11,0.9015000000000002,Average,28587302323642
Uniform,12,0.924,Worst,28587302323642
Uniform,12,0.9000000000000001,Average,28587302323642
Uniform,13,0.9275000000000002,Worst,28587302323642
Uniform,13,0.9160000000000001,Average,28587302323642
Uniform,14,0.9259999999999999,Worst,28587302323642
Uniform,14,0.9259999999999999,Average,28587302323642
Uniform,15,0.9355,Worst,28587302323642
Uniform,15,0.9315,Average,28587302323642
Uniform,16,0.9425000000000001,Worst,28587302323642
Uniform,16,0.9334999999999999,Average,28587302323642
Uniform,17,0.9469999999999998,Worst,28587302323642
Uniform,17,0.9395000000000001,Average,28587302323642
Uniform,18,0.9469999999999998,Worst,28587302323642
Uniform,18,0.9399999999999998,Average,28587302323642
Uniform,19,0.954,Worst,28587302323642
Uniform,19,0.9535,Average,28587302323642
Uniform,20,0.9505000000000001,Worst,28587302323642
Uniform,20,0.952,Average,28587302323642
Uniform,21,0.9525000000000002,Worst,28587302323642
Uniform,21,0.9544999999999998,Average,28587302323642
Uniform,22,0.9479999999999998,Worst,28587302323642
Uniform,22,0.953,Average,28587302323642
Uniform,23,0.9484999999999999,Worst,28587302323642
Uniform,23,0.9570000000000001,Average,28587302323642
Uniform,24,0.961,Worst,28587302323642
Uniform,24,0.961,Average,28587302323642
Uniform,25,0.96,Worst,28587302323642
Uniform,25,0.9664999999999999,Average,28587302323642
Uniform,26,0.9615000000000002,Worst,28587302323642
Uniform,26,0.9715,Average,28587302323642
Uniform,27,0.9644999999999999,Worst,28587302323642
Uniform,27,0.9655000000000001,Average,28587302323642
Uniform,28,0.9685,Worst,28587302323642
Uniform,28,0.9685,Average,28587302323642
Uniform,29,0.9649999999999999,Worst,28587302323642
Uniform,29,0.9605,Average,28587302323642
Uniform,30,0.958,Worst,28587302323642
Uniform,30,0.9615000000000002,Average,28587302323642
Uniform,1,0.0,Worst,6597069766821
Uniform,1,0.0,Average,6597069766821
Uniform,2,0.10799999999999998,Worst,6597069766821
Uniform,2,0.11850000000000001,Average,6597069766821
Uniform,3,0.34750000000000003,Worst,6597069766821
Uniform,3,0.35150000000000003,Average,6597069766821
Uniform,4,0.475,Worst,6597069766821
Uniform,4,0.506,Average,6597069766821
Uniform,5,0.5780000000000001,Worst,6597069766821
Uniform,5,0.5890000000000001,Average,6597069766821
Uniform,6,0.6419999999999999,Worst,6597069766821
Uniform,6,0.6475000000000001,Average,6597069766821
Uniform,7,0.682,Worst,6597069766821
Uniform,7,0.6895,Average,6597069766821
Uniform,8,0.7380000000000001,Worst,6597069766821
Uniform,8,0.7304999999999999,Average,6597069766821
Uniform,9,0.7655,Worst,6597069766821
Uniform,9,0.7575,Average,6597069766821
Uniform,10,0.784,Worst,6597069766821
Uniform,10,0.7725000000000001,Average,6597069766821
Uniform,11,0.796,Worst,6597069766821
Uniform,11,0.7835000000000001,Average,6597069766821
Uniform,12,0.819,Worst,6597069766821
Uniform,12,0.8094999999999999,Average,6597069766821
Uniform,13,0.8360000000000001,Worst,6597069766821
Uniform,13,0.8310000000000001,Average,6597069766821
Uniform,14,0.8405000000000001,Worst,6597069766821
Uniform,14,0.8395000000000001,Average,6597069766821
Uniform,15,0.8515,Worst,6597069766821
Uniform,15,0.8479999999999999,Average,6597069766821
Uniform,16,0.867,Worst,6597069766821
Uniform,16,0.865,Average,6597069766821
Uniform,17,0.8504999999999999,Worst,6597069766821
Uniform,17,0.8494999999999999,Average,6597069766821
Uniform,18,0.8815000000000002,Worst,6597069766821
Uniform,18,0.8695,Average,6597069766821
Uniform,19,0.8805,Worst,6597069766821
Uniform,19,0.8835000000000001,Average,6597069766821
Uniform,20,0.8845000000000001,Worst,6597069766821
Uniform,20,0.8889999999999999,Average,6597069766821
Uniform,21,0.8869999999999999,Worst,6597069766821
Uniform,21,0.8905000000000001,Average,6597069766821
Uniform,22,0.9019999999999999,Worst,6597069766821
Uniform,22,0.9019999999999999,Average,6597069766821
Uniform,23,0.9025000000000001,Worst,6597069766821
Uniform,23,0.8865000000000001,Average,6597069766821
Uniform,24,0.906,Worst,6597069766821
Uniform,24,0.9115,Average,6597069766821
Uniform,25,0.9090000000000001,Worst,6597069766821
Uniform,25,0.9145000000000001,Average,6597069766821
Uniform,26,0.9135,Worst,6597069766821
Uniform,26,0.908,Average,6597069766821
Uniform,27,0.9199999999999999,Worst,6597069766821
Uniform,27,0.9295,Average,6597069766821
Uniform,28,0.9164999999999999,Worst,6597069766821
Uniform,28,0.9155000000000001,Average,6597069766821
Uniform,29,0.9215,Worst,6597069766821
Uniform,29,0.9215,Average,6597069766821
Uniform,30,0.9045000000000002,Worst,6597069766821
Uniform,30,0.9209999999999999,Average,6597069766821
Zipfian,1,0.07849999999999999,Worst,2199023256031
Zipfian,1,0.3255,Average,2199023256031
Zipfian,2,0.164,Worst,2199023256031
Zipfian,2,0.634,Average,2199023256031
Zipfian,3,0.269,Worst,2199023256031
Zipfian,3,0.6875000000000001,Average,2199023256031
Zipfian,4,0.3255,Worst,2199023256031
Zipfian,4,0.772,Average,2199023256031
Zipfian,5,0.3665,Worst,2199023256031
Zipfian,5,0.8345,Average,2199023256031
Zipfian,6,0.4095,Worst,2199023256031
Zipfian,6,0.8634999999999999,Average,2199023256031
Zipfian,7,0.44699999999999995,Worst,2199023256031
Zipfian,7,0.9075000000000001,Average,2199023256031
Zipfian,8,0.4704999999999999,Worst,2199023256031
Zipfian,8,0.9119999999999997,Average,2199023256031
Zipfian,9,0.5005000000000001,Worst,2199023256031
Zipfian,9,0.9075,Average,2199023256031
Zipfian,10,0.5165,Worst,2199023256031
Zipfian,10,0.9195,Average,2199023256031
Zipfian,11,0.5245,Worst,2199023256031
Zipfian,11,0.9219999999999999,Average,2199023256031
Zipfian,12,0.5274999999999999,Worst,2199023256031
Zipfian,12,0.93,Average,2199023256031
Zipfian,13,0.5389999999999999,Worst,2199023256031
Zipfian,13,0.9334999999999999,Average,2199023256031
Zipfian,14,0.564,Worst,2199023256031
Zipfian,14,0.9489999999999998,Average,2199023256031
Zipfian,15,0.5740000000000001,Worst,2199023256031
Zipfian,15,0.954,Average,2199023256031
Zipfian,16,0.5975,Worst,2199023256031
Zipfian,16,0.959,Average,2199023256031
Zipfian,17,0.5845,Worst,2199023256031
Zipfian,17,0.9229999999999998,Average,2199023256031
Zipfian,18,0.6045,Worst,2199023256031
Zipfian,18,0.9479999999999998,Average,2199023256031
Zipfian,19,0.6095,Worst,2199023256031
Zipfian,19,0.9515,Average,2199023256031
Zipfian,20,0.629,Worst,2199023256031
Zipfian,20,0.9514999999999999,Average,2199023256031
Zipfian,21,0.609,Worst,2199023256031
Zipfian,21,0.9600000000000002,Average,2199023256031
Zipfian,22,0.64,Worst,2199023256031
Zipfian,22,0.9660000000000002,Average,2199023256031
Zipfian,23,0.6435000000000001,Worst,2199023256031
Zipfian,23,0.9695,Average,2199023256031
Zipfian,24,0.649,Worst,2199023256031
Zipfian,24,0.9635,Average,2199023256031
Zipfian,25,0.663,Worst,2199023256031
Zipfian,25,0.9715,Average,2199023256031
Zipfian,26,0.6545,Worst,2199023256031
Zipfian,26,0.9544999999999998,Average,2199023256031
Zipfian,27,0.6685000000000001,Worst,2199023256031
Zipfian,27,0.9700000000000001,Average,2199023256031
Zipfian,28,0.6455,Worst,2199023256031
Zipfian,28,0.9685,Average,2199023256031
Zipfian,29,0.6805,Worst,2199023256031
Zipfian,29,0.9625000000000001,Average,2199023256031
Zipfian,30,0.672,Worst,2199023256031
Zipfian,30,0.9549999999999998,Average,2199023256031
Zipfian,1,0.0,Worst,26388279067560
Zipfian,1,0.0,Average,26388279067560
Zipfian,2,0.406,Worst,26388279067560
Zipfian,2,0.527,Average,26388279067560
Zipfian,3,0.5660000000000001,Worst,26388279067560
Zipfian,3,0.6359999999999999,Average,26388279067560
Zipfian,4,0.6479999999999999,Worst,26388279067560
Zipfian,4,0.745,Average,26388279067560
Zipfian,5,0.6795000000000001,Worst,26388279067560
Zipfian,5,0.7630000000000001,Average,26388279067560
Zipfian,6,0.7405,Worst,26388279067560
Zipfian,6,0.8285,Average,26388279067560
Zipfian,7,0.7645,Worst,26388279067560
Zipfian,7,0.8400000000000001,Average,26388279067560
Zipfian,8,0.7710000000000001,Worst,26388279067560
Zipfian,8,0.8734999999999999,Average,26388279067560
Zipfian,9,0.7809999999999999,Worst,26388279067560
Zipfian,9,0.8640000000000001,Average,26388279067560
Zipfian,10,0.805,Worst,26388279067560
Zipfian,10,0.9025000000000001,Average,26388279067560
Zipfian,11,0.8035,Worst,26388279067560
Zipfian,11,0.9035000000000002,Average,26388279067560
Zipfian,12,0.8284999999999998,Worst,26388279067560
Zipfian,12,0.924,Average,26388279067560
Zipfian,13,0.8244999999999999,Worst,26388279067560
Zipfian,13,0.9339999999999999,Average,26388279067560
Zipfian,14,0.8324999999999999,Worst,26388279067560
Zipfian,14,0.93,Average,26388279067560
Zipfian,15,0.8400000000000001,Worst,26388279067560
Zipfian,15,0.9410000000000001,Average,26388279067560
Zipfian,16,0.8564999999999999,Worst,26388279067560
Zipfian,16,0.9390000000000001,Average,26388279067560
Zipfian,17,0.853,Worst,26388279067560
Zipfian,17,0.9559999999999998,Average,26388279067560
Zipfian,18,0.8539999999999999,Worst,26388279067560
Zipfian,18,0.9424999999999999,Average,26388279067560
Zipfian,19,0.866,Worst,26388279067560
Zipfian,19,0.9494999999999999,Average,26388279067560
Zipfian,20,0.874,Worst,26388279067560
Zipfian,20,0.9574999999999999,Average,26388279067560
Zipfian,21,0.868,Worst,26388279067560
Zipfian,21,0.943,Average,26388279067560
Zipfian,22,0.8765000000000001,Worst,26388279067560
Zipfian,22,0.9605,Average,26388279067560
Zipfian,23,0.8925000000000001,Worst,26388279067560
Zipfian,23,0.9445,Average,26388279067560
Zipfian,24,0.8815,Worst,26388279067560
Zipfian,24,0.9605,Average,26388279067560
Zipfian,25,0.8819999999999999,Worst,26388279067560
Zipfian,25,0.9605,Average,26388279067560
Zipfian,26,0.8835,Worst,26388279067560
Zipfian,26,0.9669999999999999,Average,26388279067560
Zipfian,27,0.8734999999999999,Worst,26388279067560
Zipfian,27,0.9605,Average,26388279067560
Zipfian,28,0.8935000000000001,Worst,26388279067560
Zipfian,28,0.9715,Average,26388279067560
Zipfian,29,0.8959999999999999,Worst,26388279067560
Zipfian,29,0.966,Average,26388279067560
Zipfian,30,0.8955000000000002,Worst,26388279067560
Zipfian,30,0.977,Average,26388279067560
Zipfian,1,0.0,Worst,10995116278652
Zipfian,1,0.0,Average,10995116278652
Zipfian,2,0.41400000000000003,Worst,10995116278652
Zipfian,2,0.48050000000000004,Average,10995116278652
Zipfian,3,0.5664999999999999,Worst,10995116278652
Zipfian,3,0.7370000000000001,Average,10995116278652
Zipfian,4,0.652,Worst,10995116278652
Zipfian,4,0.7559999999999999,Average,10995116278652
Zipfian,5,0.6995000000000001,Worst,10995116278652
Zipfian,5,0.8164999999999999,Average,10995116278652
Zipfian,6,0.7360000000000001,Worst,10995116278652
Zipfian,6,0.8245000000000001,Average,10995116278652
Zipfian,7,0.7649999999999999,Worst,10995116278652
Zipfian,7,0.882,Average,10995116278652
Zipfian,8,0.7785,Worst,10995116278652
Zipfian,8,0.8564999999999999,Average,10995116278652
Zipfian,9,0.7745,Worst,10995116278652
Zipfian,9,0.9075000000000001,Average,10995116278652
Zipfian,10,0.8005000000000001,Worst,10995116278652
Zipfian,10,0.9195,Average,10995116278652
Zipfian,11,0.7995000000000001,Worst,10995116278652
Zipfian,11,0.9104999999999999,Average,10995116278652
Zipfian,12,0.8290000000000001,Worst,10995116278652
Zipfian,12,0.9324999999999999,Average,10995116278652
Zipfian,13,0.829,Worst,10995116278652
Zipfian,13,0.9395000000000001,Average,10995116278652
Zipfian,14,0.8435,Worst,10995116278652
Zipfian,14,0.9215,Average,10995116278652
Zipfian,15,0.8574999999999999,Worst,10995116278652
Zipfian,15,0.9470000000000001,Average,10995116278652
Zipfian,16,0.853,Worst,10995116278652
Zipfian,16,0.929,Average,10995116278652
Zipfian,17,0.857,Worst,10995116278652
Zipfian,17,0.922,Average,10995116278652
Zipfian,18,0.8494999999999999,Worst,10995116278652
Zipfian,18,0.9359999999999999,Average,10995116278652
Zipfian,19,0.875,Worst,10995116278652
Zipfian,19,0.9490000000000001,Average,10995116278652
Zipfian,20,0.8854999999999998,Worst,10995116278652
Zipfian,20,0.9635,Average,10995116278652
Zipfian,21,0.8640000000000001,Worst,10995116278652
Zipfian,21,0.9465,Average,10995116278652
Zipfian,22,0.874,Worst,10995116278652
Zipfian,22,0.9475,Average,10995116278652
Zipfian,23,0.8945000000000001,Worst,10995116278652
Zipfian,23,0.9635,Average,10995116278652
Zipfian,24,0.875,Worst,10995116278652
Zipfian,24,0.9535,Average,10995116278652
Zipfian,25,0.8975,Worst,10995116278652
Zipfian,25,0.9675,Average,10995116278652
Zipfian,26,0.8745,Worst,10995116278652
Zipfian,26,0.9615,Average,10995116278652
Zipfian,27,0.9030000000000001,Worst,10995116278652
Zipfian,27,0.9650000000000001,Average,10995116278652
Zipfian,28,0.8875,Worst,10995116278652
Zipfian,28,0.9640000000000001,Average,10995116278652
Zipfian,29,0.908,Worst,10995116278652
Zipfian,29,0.9625,Average,10995116278652
Zipfian,30,0.899,Worst,10995116278652
Zipfian,30,0.9640000000000001,Average,10995116278652
Zipfian,1,0.11850000000000001,Worst,870
Zipfian,1,0.28650000000000003,Average,870
Zipfian,2,0.282,Worst,870
Zipfian,2,0.634,Average,870
Zipfian,3,0.367,Worst,870
Zipfian,3,0.7485,Average,870
Zipfian,4,0.4285,Worst,870
Zipfian,4,0.7965,Average,870
Zipfian,5,0.46499999999999997,Worst,870
Zipfian,5,0.8115,Average,870
Zipfian,6,0.531,Worst,870
Zipfian,6,0.868,Average,870
Zipfian,7,0.5395000000000001,Worst,870
Zipfian,7,0.8160000000000001,Average,870
Zipfian,8,0.559,Worst,870
Zipfian,8,0.8539999999999999,Average,870
Zipfian,9,0.5774999999999999,Worst,870
Zipfian,9,0.9055,Average,870
Zipfian,10,0.6315000000000001,Worst,870
Zipfian,10,0.866,Average,870
Zipfian,11,0.6115,Worst,870
Zipfian,11,0.9225000000000001,Average,870
Zipfian,12,0.6225,Worst,870
Zipfian,12,0.929,Average,870
Zipfian,13,0.6605000000000001,Worst,870
Zipfian,13,0.9440000000000002,Average,870
Zipfian,14,0.6575,Worst,870
Zipfian,14,0.9515,Average,870
Zipfian,15,0.6535,Worst,870
Zipfian,15,0.922,Average,870
Zipfian,16,0.67,Worst,870
Zipfian,16,0.9334999999999999,Average,870
Zipfian,17,0.6929999999999998,Worst,870
Zipfian,17,0.8960000000000001,Average,870
Zipfian,18,0.7065000000000001,Worst,870
Zipfian,18,0.959,Average,870
Zipfian,19,0.693,Worst,870
Zipfian,19,0.9614999999999998,Average,870
Zipfian,20,0.728,Worst,870
Zipfian,20,0.9499999999999998,Average,870
Zipfian,21,0.724,Worst,870
Zipfian,21,0.946,Average,870
Zipfian,22,0.7215,Worst,870
Zipfian,22,0.9629999999999999,Average,870
Zipfian,23,0.727,Worst,870
Zipfian,23,0.9709999999999999,Average,870
Zipfian,24,0.748,Worst,870
Zipfian,24,0.967,Average,870
Zipfian,25,0.743,Worst,870
Zipfian,25,0.9634999999999998,Average,870
Zipfian,26,0.744,Worst,870
Zipfian,26,0.9675,Average,870
Zipfian,27,0.752,Worst,870
Zipfian,27,0.9650000000000001,Average,870
Zipfian,28,0.7415,Worst,870
Zipfian,28,0.9695,Average,870
Zipfian,29,0.758,Worst,870
Zipfian,29,0.9764999999999999,Average,870
Zipfian,30,0.764,Worst,870
Zipfian,30,0.9640000000000001,Average,870
Zipfian,1,0.16399999999999998,Worst,15393162789933
Zipfian,1,0.3205,Average,15393162789933
Zipfian,2,0.34500000000000003,Worst,15393162789933
Zipfian,2,0.65,Average,15393162789933
Zipfian,3,0.4615,Worst,15393162789933
Zipfian,3,0.7270000000000001,Average,15393162789933
Zipfian,4,0.523,Worst,15393162789933
Zipfian,4,0.7515000000000001,Average,15393162789933
Zipfian,5,0.5719999999999998,Worst,15393162789933
Zipfian,5,0.8185,Average,15393162789933
Zipfian,6,0.6115,Worst,15393162789933
Zipfian,6,0.882,Average,15393162789933
Zipfian,7,0.6195,Worst,15393162789933
Zipfian,7,0.8505,Average,15393162789933
Zipfian,8,0.6695,Worst,15393162789933
Zipfian,8,0.907,Average,15393162789933
Zipfian,9,0.6664999999999999,Worst,15393162789933
Zipfian,9,0.9195000000000002,Average,15393162789933
Zipfian,10,0.6880000000000001,Worst,15393162789933
Zipfian,10,0.9185000000000001,Average,15393162789933
Zipfian,11,0.6965,Worst,15393162789933
Zipfian,11,0.9025000000000002,Average,15393162789933
Zipfian,12,0.6970000000000001,Worst,15393162789933
Zipfian,12,0.9365,Average,15393162789933
Zipfian,13,0.7135,Worst,15393162789933
Zipfian,13,0.9280000000000002,Average,15393162789933
Zipfian,14,0.7429999999999999,Worst,15393162789933
Zipfian,14,0.9375,Average,15393162789933
Zipfian,15,0.7479999999999999,Worst,15393162789933
Zipfian,15,0.9484999999999999,Average,15393162789933
Zipfian,16,0.744,Worst,15393162789933
Zipfian,16,0.9344999999999999,Average,15393162789933
Zipfian,17,0.7394999999999999,Worst,15393162789933
Zipfian,17,0.9564999999999999,Average,15393162789933
Zipfian,18,0.7645000000000002,Worst,15393162789933
Zipfian,18,0.951,Average,15393162789933
Zipfian,19,0.773,Worst,15393162789933
Zipfian,19,0.9275,Average,15393162789933
Zipfian,20,0.7895,Worst,15393162789933
Zipfian,20,0.9475000000000001,Average,15393162789933
Zipfian,21,0.788,Worst,15393162789933
Zipfian,21,0.945,Average,15393162789933
Zipfian,22,0.7805000000000002,Worst,15393162789933
Zipfian,22,0.958,Average,15393162789933
Zipfian,23,0.7965,Worst,15393162789933
Zipfian,23,0.9355,Average,15393162789933
Zipfian,24,0.8029999999999999,Worst,15393162789933
Zipfian,24,0.9630000000000001,Average,15393162789933
Zipfian,25,0.7915,Worst,15393162789933
Zipfian,25,0.967,Average,15393162789933
Zipfian,26,0.8154999999999999,Worst,15393162789933
Zipfian,26,0.9594999999999999,Average,15393162789933
Zipfian,27,0.8029999999999999,Worst,15393162789933
Zipfian,27,0.9684999999999999,Average,15393162789933
Zipfian,28,0.821,Worst,15393162789933
Zipfian,28,0.9625,Average,15393162789933
Zipfian,29,0.8275,Worst,15393162789933
Zipfian,29,0.9640000000000001,Average,15393162789933
Zipfian,30,0.8375,Worst,15393162789933
Zipfian,30,0.9710000000000001,Average,15393162789933
Zipfian,1,0.0,Worst,10995116278647
Zipfian,1,0.0,Average,10995116278647
Zipfian,2,0.4170000000000001,Worst,10995116278647
Zipfian,2,0.5035,Average,10995116278647
Zipfian,3,0.5605,Worst,10995116278647
Zipfian,3,0.6475000000000001,Average,10995116278647
Zipfian,4,0.636,Worst,10995116278647
Zipfian,4,0.7434999999999999,Average,10995116278647
Zipfian,5,0.692,Worst,10995116278647
Zipfian,5,0.7979999999999999,Average,10995116278647
Zipfian,6,0.736,Worst,10995116278647
Zipfian,6,0.8504999999999999,Average,10995116278647
Zipfian,7,0.7390000000000001,Worst,10995116278647
Zipfian,7,0.866,Average,10995116278647
Zipfian,8,0.769,Worst,10995116278647
Zipfian,8,0.8525,Average,10995116278647
Zipfian,9,0.7845000000000001,Worst,10995116278647
Zipfian,9,0.9145,Average,10995116278647
Zipfian,10,0.8005000000000001,Worst,10995116278647
Zipfian,10,0.883,Average,10995116278647
Zipfian,11,0.8009999999999999,Worst,10995116278647
Zipfian,11,0.8955000000000002,Average,10995116278647
Zipfian,12,0.817,Worst,10995116278647
Zipfian,12,0.9085000000000001,Average,10995116278647
Zipfian,13,0.8309999999999998,Worst,10995116278647
Zipfian,13,0.9435,Average,10995116278647
Zipfian,14,0.8320000000000001,Worst,10995116278647
Zipfian,14,0.9395,Average,10995116278647
Zipfian,15,0.829,Worst,10995116278647
Zipfian,15,0.9475000000000001,Average,10995116278647
Zipfian,16,0.86,Worst,10995116278647
Zipfian,16,0.931,Average,10995116278647
Zipfian,17,0.8629999999999999,Worst,10995116278647
Zipfian,17,0.9334999999999998,Average,10995116278647
Zipfian,18,0.8564999999999999,Worst,10995116278647
Zipfian,18,0.9479999999999998,Average,10995116278647
Zipfian,19,0.866,Worst,10995116278647
Zipfian,19,0.9535,Average,10995116278647
Zipfian,20,0.8780000000000001,Worst,10995116278647
Zipfian,20,0.9574999999999999,Average,10995116278647
Zipfian,21,0.877,Worst,10995116278647
Zipfian,21,0.9584999999999999,Average,10995116278647
Zipfian,22,0.8845000000000001,Worst,10995116278647
Zipfian,22,0.9359999999999999,Average,10995116278647
Zipfian,23,0.8780000000000001,Worst,10995116278647
Zipfian,23,0.9630000000000001,Average,10995116278647
Zipfian,24,0.8859999999999999,Worst,10995116278647
Zipfian,24,0.9540000000000001,Average,10995116278647
Zipfian,25,0.8905000000000001,Worst,10995116278647
Zipfian,25,0.9584999999999997,Average,10995116278647
Zipfian,26,0.881,Worst,10995116278647
Zipfian,26,0.954,Average,10995116278647
Zipfian,27,0.8789999999999999,Worst,10995116278647
Zipfian,27,0.9584999999999999,Average,10995116278647
Zipfian,28,0.8955,Worst,10995116278647
Zipfian,28,0.9604999999999999,Average,10995116278647
Zipfian,29,0.8960000000000001,Worst,10995116278647
Zipfian,29,0.9570000000000002,Average,10995116278647
Zipfian,30,0.8869999999999999,Worst,10995116278647
Zipfian,30,0.966,Average,10995116278647
Zipfian,1,0.17400000000000002,Worst,19791209301529
Zipfian,1,0.2675,Average,19791209301529
Zipfian,2,0.39,Worst,19791209301529
Zipfian,2,0.6025,Average,19791209301529
Zipfian,3,0.5374999999999999,Worst,19791209301529
Zipfian,3,0.6994999999999999,Average,19791209301529
Zipfian,4,0.585,Worst,19791209301529
Zipfian,4,0.7615000000000001,Average,19791209301529
Zipfian,5,0.6365000000000001,Worst,19791209301529
Zipfian,5,0.8115,Average,19791209301529
Zipfian,6,0.6745,Worst,19791209301529
Zipfian,6,0.8560000000000001,Average,19791209301529
Zipfian,7,0.6865,Worst,19791209301529
Zipfian,7,0.874,Average,19791209301529
Zipfian,8,0.7230000000000001,Worst,19791209301529
Zipfian,8,0.905,Average,19791209301529
Zipfian,9,0.7595000000000001,Worst,19791209301529
Zipfian,9,0.8845000000000001,Average,19791209301529
Zipfian,10,0.7484999999999999,Worst,19791209301529
Zipfian,10,0.8985,Average,19791209301529
Zipfian,11,0.7665,Worst,19791209301529
Zipfian,11,0.9004999999999999,Average,19791209301529
Zipfian,12,0.787,Worst,19791209301529
Zipfian,12,0.9315,Average,19791209301529
Zipfian,13,0.791,Worst,19791209301529
Zipfian,13,0.909,Average,19791209301529
Zipfian,14,0.8009999999999998,Worst,19791209301529
Zipfian,14,0.9120000000000001,Average,19791209301529
Zipfian,15,0.799,Worst,19791209301529
Zipfian,15,0.913,Average,19791209301529
Zipfian,16,0.8239999999999998,Worst,19791209301529
Zipfian,16,0.9325000000000001,Average,19791209301529
Zipfian,17,0.8150000000000001,Worst,19791209301529
Zipfian,17,0.9560000000000001,Average,19791209301529
Zipfian,18,0.8445,Worst,19791209301529
Zipfian,18,0.9464999999999998,Average,19791209301529
Zipfian,19,0.8275,Worst,19791209301529
Zipfian,19,0.951,Average,19791209301529
Zipfian,20,0.8229999999999998,Worst,19791209301529
Zipfian,20,0.9735000000000001,Average,19791209301529
Zipfian,21,0.8345,Worst,19791209301529
Zipfian,21,0.9495000000000001,Average,19791209301529
Zipfian,22,0.843,Worst,19791209301529
Zipfian,22,0.959,Average,19791209301529
Zipfian,23,0.8394999999999999,Worst,19791209301529
Zipfian,23,0.9574999999999999,Average,19791209301529
Zipfian,24,0.842,Worst,19791209301529
Zipfian,24,0.9475,Average,19791209301529
Zipfian,25,0.8465,Worst,19791209301529
Zipfian,25,0.9564999999999999,Average,19791209301529
Zipfian,26,0.8425,Worst,19791209301529
Zipfian,26,0.9470000000000001,Average,19791209301529
Zipfian,27,0.844,Worst,19791209301529
Zipfian,27,0.9360000000000002,Average,19791209301529
Zipfian,28,0.8539999999999999,Worst,19791209301529
Zipfian,28,0.9654999999999999,Average,19791209301529
Zipfian,29,0.8605,Worst,19791209301529
Zipfian,29,0.9645000000000001,Average,19791209301529
Zipfian,30,0.8634999999999998,Worst,19791209301529
Zipfian,30,0.9774999999999998,Average,19791209301529
Zipfian,1,0.0475,Worst,8796093023493
Zipfian,1,0.3939999999999999,Average,8796093023493
Zipfian,2,0.12449999999999999,Worst,8796093023493
Zipfian,2,0.6340000000000001,Average,8796093023493
Zipfian,3,0.21749999999999997,Worst,8796093023493
Zipfian,3,0.7515,Average,8796093023493
Zipfian,4,0.24700000000000003,Worst,8796093023493
Zipfian,4,0.7914999999999999,Average,8796093023493
Zipfian,5,0.305,Worst,8796093023493
Zipfian,5,0.8025,Average,8796093023493
Zipfian,6,0.33199999999999996,Worst,8796093023493
Zipfian,6,0.837,Average,8796093023493
Zipfian,7,0.37849999999999995,Worst,8796093023493
Zipfian,7,0.8654999999999999,Average,8796093023493
Zipfian,8,0.3955,Worst,8796093023493
Zipfian,8,0.8915000000000001,Average,8796093023493
Zipfian,9,0.41900000000000004,Worst,8796093023493
Zipfian,9,0.898,Average,8796093023493
Zipfian,10,0.43100000000000005,Worst,8796093023493
Zipfian,10,0.923,Average,8796093023493
Zipfian,11,0.4425,Worst,8796093023493
Zipfian,11,0.8855000000000001,Average,8796093023493
Zipfian,12,0.471,Worst,8796093023493
Zipfian,12,0.9410000000000001,Average,8796093023493
Zipfian,13,0.4955,Worst,8796093023493
Zipfian,13,0.9369999999999999,Average,8796093023493
Zipfian,14,0.5165000000000001,Worst,8796093023493
